crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,black,lstat,medv
9.767350478611412e-05,0.9,0.027492668621700883,1.0,0.03292181069958851,0.8357922973749762,0.22554067971163752,0.4324309578153843,0.0,0.02099236641221374,0.10638297872340426,0.9965202481214384,0.03945916114790287,1.0
0.09285086143760113,0.0,0.6466275659824048,1.0,0.5823045267489713,0.4433799578463308,0.8928939237899073,0.0,1.0,0.9141221374045801,0.8085106382978723,0.8763931615310908,0.19729580573951436,1.0
0.004282685331260422,0.0,0.9233870967741935,0.0,0.40329218106995873,0.39317876987928735,0.9546858908341915,0.057070628995444184,0.043478260869565216,0.0019083969465648854,0.6914893617021278,0.9051641535125322,0.7044701986754967,0.23777777777777775
0.000878387157541406,0.0,0.1315982404692082,0.0,0.257201646090535,0.4403142364437632,0.6776519052523172,0.14297665705789817,0.17391304347826086,0.20801526717557253,0.4255319148936172,0.9907458772504918,0.21826710816777042,0.39111111111111113
0.0011174568292100652,0.0,1.0,0.0,0.46090534979423864,0.4640735773136616,0.9876416065911431,0.0671552892178705,0.13043478260869565,1.0,0.7978723404255321,0.9828786121337436,0.4508830022075055,0.1911111111111111
0.0010855359139520025,0.3,0.16385630498533724,0.0,0.088477366255144,0.5359264226863384,0.5149330587023687,0.5370513508352354,0.21739130434782608,0.21564885496183206,0.4255319148936172,0.9391043421251702,0.2618653421633554,0.3822222222222222
0.11148188577977174,0.0,0.6466275659824048,0.0,0.7304526748971193,0.5154244108066681,0.9649845520082388,0.09715465267484473,1.0,0.9141221374045801,0.8085106382978723,0.9788693327954007,0.40590507726269315,0.1688888888888889
0.001180174683836822,0.0,1.0,0.0,0.46090534979423864,0.4640735773136616,0.8300720906282183,0.0891433040220426,0.13043478260869565,1.0,0.7978723404255321,1.0,0.3206401766004415,0.3355555555555556
0.006111618898440685,0.2,0.12866568914956014,0.0,0.5390946502057613,0.6984096570224183,0.913491246138002,0.07279324173176077,0.17391304347826086,0.14694656488549618,0.042553191489361736,0.9772807504160573,0.1757726269315673,0.7
0.09155255688779168,0.0,0.6466275659824048,0.0,0.648148148148148,0.3504502778310021,0.9886714727085479,0.05442442870263438,1.0,0.9141221374045801,0.8085106382978723,1.0,0.5275938189845475,0.14444444444444443
0.0013966524401291761,0.0,0.35007331378299117,0.0,0.3333333333333334,0.44280513508334934,0.7229660144181256,0.12257090634633397,0.21739130434782608,0.4675572519083969,0.5531914893617023,0.8530687377073983,0.3763796909492273,0.3422222222222222
0.001362820765859187,0.3,0.16385630498533724,0.0,0.088477366255144,0.5426326882544549,0.050463439752832136,0.5370513508352354,0.21739130434782608,0.21564885496183206,0.4255319148936172,0.9440465984164608,0.09547461368653422,0.41555555555555557
0.0004975841262233916,0.0,0.14772727272727276,0.0,0.13168724279835392,0.5418662579038132,0.4644696189495366,0.3318935336322054,0.08695652173913043,0.11450381679389313,0.6276595744680851,1.0,0.21771523178807942,0.42
0.0020794677929204804,0.22,0.19794721407624635,0.0,0.09465020576131684,0.39164590917800357,0.6930998970133883,0.6206567305331503,0.2608695652173913,0.2729007633587786,0.6914893617021278,0.9804074839880983,0.461644591611479,0.3
0.001607285521796815,0.25,0.1711876832844575,0.0,0.13991769547325103,0.4177045410998275,0.6519052523171989,0.5543198537769735,0.30434782608695654,0.1851145038167939,0.7553191489361701,0.995486408795199,0.315121412803532,0.3044444444444444
0.00207272393758427,0.22,0.19794721407624635,0.0,0.09465020576131684,0.6049051542441082,0.15036045314109167,0.6089807127463195,0.2608695652173913,0.2729007633587786,0.6914893617021278,0.9920318725099603,0.13327814569536423,0.4711111111111111
0.001853211446390621,0.0,0.2969208211143695,0.0,0.2777777777777778,0.43590726192757245,0.9165808444902164,0.09833680400840236,0.17391304347826086,0.37595419847328243,0.8829787234042552,0.9968984820212821,0.4671633554083885,0.32222222222222224
0.0036431430502098013,0.0,0.21041055718475077,0.0,0.25102880658436216,0.48380915884269027,0.6035015447991762,0.22936463912557176,0.30434782608695654,0.22900763358778625,0.5106382978723403,0.9491905794543346,0.25248344370860926,0.4222222222222222
0.0005447911135768644,0.33,0.06304985337243403,0.0,0.17901234567901228,0.58536118030274,0.5684860968074151,0.2037301421309642,0.2608695652173913,0.06679389312977099,0.6170212765957446,0.9910736799636897,0.19867549668874168,0.52
0.17819491270528856,0.0,0.6466275659824048,0.0,0.6049382716049384,0.4474037171872007,0.9526261585993822,0.07092908001345834,1.0,0.9141221374045801,0.8085106382978723,0.018558676685662412,0.6252759381898454,0.07333333333333335
9.070485427203005e-05,0.6,0.09054252199413491,0.0,0.03292181069958851,0.5830618892508145,0.16374871266735325,0.46285771444679863,0.0,0.14885496183206107,0.3191489361702127,0.94906450148772,0.07312362030905077,0.5355555555555556
0.0012170410930081054,0.2,0.23826979472140764,0.0,0.16255144032921814,0.5704157884652233,0.5746652935118436,0.253516900217334,0.08695652173913043,0.06870229007633588,0.6382978723404257,0.9951081748953553,0.16556291390728475,0.43111111111111106
0.0005635615109293167,0.0,0.4534457478005865,0.0,0.10699588477366254,0.5117838666411191,0.5231719876416067,0.35323591193881915,0.17391304347826086,0.4026717557251908,0.648936170212766,0.9735236270109435,0.29277041942604853,0.36
0.1783533933056895,0.0,0.6466275659824048,0.0,0.5884773662551441,0.5717570415788465,0.9907312049433573,0.035428166119542796,1.0,0.9141221374045801,0.8085106382978723,1.0,0.5339403973509933,0.13111111111111112
0.002085424865134133,0.0,0.2536656891495601,0.0,0.2222222222222222,0.5499137765855528,0.121524201853759,0.3897734816175467,0.17391304347826086,0.19083969465648856,0.74468085106383,0.9918805789500228,0.092439293598234,0.4355555555555556
0.024085229742919736,0.0,0.7008797653958944,0.0,1.0,0.41157309829469246,0.984552008238929,0.044885376788003896,0.17391304347826086,0.4122137404580153,0.2234042553191489,0.6597155681073176,0.38796909492273723,0.31999999999999995
0.002046085709006239,0.0,0.2364369501466276,0.0,0.12962962962962962,0.42632688254454876,0.31307929969104015,0.3610835780992825,0.08695652173913043,0.08778625954198473,0.5638297872340424,1.0,0.34271523178807944,0.3333333333333333
0.0057801584086659445,0.0,0.21041055718475077,1.0,0.25102880658436216,0.5882352941176472,0.7579814624098867,0.27447735270849055,0.30434782608695654,0.22900763358778625,0.5106382978723403,0.9786928236421403,0.21550772626931564,0.4466666666666667
0.00836170623136729,0.0,0.28152492668621704,0.0,0.3148148148148149,0.45276872964169396,0.9392378990731204,0.2973565277487292,0.13043478260869565,0.22900763358778625,0.8936170212765957,0.993519592516012,0.4020419426048565,0.23555555555555555
0.0014622926320682912,0.0,0.3713343108504399,0.0,0.21399176954732507,0.44644567924889833,0.19979402677651908,0.2560539788485846,0.13043478260869565,0.1717557251908397,0.6382978723404257,1.0,0.25220750551876375,0.39111111111111113
0.10089526927539971,0.0,0.6466275659824048,1.0,0.7921810699588477,0.5079517148879096,0.9732234809474769,0.09026180105302403,1.0,0.9141221374045801,0.8085106382978723,0.9516617075999799,0.4379139072847682,0.28444444444444444
0.00032775136933982596,0.8,0.11656891495601175,0.0,0.014403292181069971,0.4435715654339913,0.1668383110195675,0.7357255226472915,0.0,0.24427480916030533,0.40425531914893603,0.9956629179484594,0.2075055187637969,0.3533333333333333
0.04880831580305605,0.0,0.6466275659824048,0.0,0.40123456790123446,0.4993293734431884,0.835221421215242,0.17312151606361792,1.0,0.9141221374045801,0.8085106382978723,1.0,0.401766004415011,0.3311111111111111
0.0025059042453468524,0.0,0.2364369501466276,0.0,0.12962962962962962,0.4730791339337039,0.850669412976313,0.41464412698124015,0.08695652173913043,0.08778625954198473,0.5638297872340424,0.9895103131776691,0.47102649006622516,0.25777777777777783
0.00044486965701201356,0.525,0.17815249266862174,0.0,0.04115226337448563,0.5276872964169382,0.4397528321318229,0.5626676608862498,0.21739130434782608,0.20229007633587787,0.4255319148936172,1.0,0.16197571743929357,0.3844444444444445
0.003953809986031228,0.0,0.21041055718475077,1.0,0.25102880658436216,0.6495497221689979,0.8815653964984552,0.1575080249888605,0.30434782608695654,0.22900763358778625,0.5106382978723403,0.9868878914720863,0.22019867549668873,0.4822222222222222
0.11494541748286048,0.0,0.6466275659824048,0.0,0.47119341563786005,0.5027783100210769,0.9660144181256437,0.09465394793078051,1.0,0.9141221374045801,0.8085106382978723,0.9566291794845933,0.44977924944812364,0.21333333333333332
0.0024255399692570115,0.0,0.35007331378299117,0.0,0.3333333333333334,0.484958804368653,0.9526261585993822,0.12898180396293502,0.21739130434782608,0.4675572519083969,0.5531914893617023,1.0,0.42384105960264895,0.3044444444444444
0.00014825241980769222,0.175,0.03372434017595308,0.0,0.06399176954732513,0.6788656830810501,0.5829042224510814,0.735961952914003,0.08695652173913043,0.05534351145038168,0.6382978723404257,0.9907710928438147,0.17439293598233996,0.6222222222222222
0.0036360620021067803,0.0,0.7855571847507332,0.0,0.49176954732510286,0.4332247557003258,0.9526261585993822,0.12187980248979258,0.13043478260869565,0.4770992366412214,0.9148936170212765,0.9792979978818902,0.36699779249448117,0.29777777777777775
0.05468243859607319,0.0,0.6466275659824048,0.0,0.47119341563786005,0.5600689787315578,0.9340885684860968,0.10691194791259355,1.0,0.9141221374045801,0.8085106382978723,0.9982601240607192,0.46771523178807944,0.26
0.0005488374267785907,0.33,0.06304985337243403,0.0,0.17901234567901228,0.7041578846522323,0.3934088568486097,0.2630195782447781,0.2608695652173913,0.06679389312977099,0.6170212765957446,0.9918805789500228,0.14348785871964678,0.6911111111111111
0.07342305058745724,0.0,0.6466275659824048,1.0,0.5061728395061729,0.6620042153669287,0.9742533470648815,0.006620047467922776,1.0,0.9141221374045801,0.8085106382978723,0.9877704372383883,0.03394039735099338,1.0
0.0008491637844178276,0.0,0.08907624633431087,0.0,0.12345679012345678,0.8160567158459476,0.35015447991761073,0.2151151688203039,0.043478260869565216,0.16984732824427481,0.574468085106383,0.991502345050179,0.050772626931567325,0.8622222222222221
0.007099481307606573,0.0,0.28152492668621704,0.0,0.3148148148148149,0.48572523471929496,0.8403707518022657,0.30302176067800923,0.13043478260869565,0.22900763358778625,0.8936170212765957,0.9574360784709264,0.23537527593818983,0.29333333333333333
0.0007031593163888721,0.0,0.07331378299120235,0.0,0.2119341563786008,0.4949223989269976,0.6107106076210094,0.13351944638943702,0.08695652173913043,0.011450381679389313,0.5531914893617023,1.0,0.21302428256070635,0.6933333333333334
0.0001018322155767772,0.9,0.12060117302052788,0.0,0.018518518518518535,0.745928338762215,0.3223480947476829,0.4734516090898344,0.08695652173913043,0.10877862595419847,0.3510638297872341,0.973372333451006,0.03807947019867549,0.8666666666666667
0.00032651499586152077,0.34,0.20637829912023462,0.0,0.09876543209876541,0.5803793830235677,0.38619979402677657,0.39666633323936745,0.2608695652173913,0.27099236641221375,0.37234042553191504,0.9971002067678653,0.21440397350993376,0.37777777777777777
0.0010898070223316024,0.25,0.1711876832844575,0.0,0.13991769547325103,0.4533435524046752,0.45623069001029876,0.5276396075257573,0.30434782608695654,0.1851145038167939,0.7553191489361701,1.0,0.2066777041942605,0.3244444444444445
0.0003311232970079312,0.2,0.10520527859237538,0.0,0.11913580246913583,0.8160567158459476,0.6343975283213182,0.3241913630204876,0.17391304347826086,0.05534351145038168,0.24468085106382986,0.9758182460033286,0.05601545253863134,0.8977777777777778
0.05113584507476013,0.0,0.6466275659824048,0.0,0.6851851851851851,0.0,0.8753861997940269,0.04397602960834417,1.0,0.9141221374045801,0.8085106382978723,0.893590196177316,0.14873068432671083,0.5
0.0009741499033155939,0.0,0.9233870967741935,0.0,0.40329218106995873,0.45985821038513136,0.9268795056642637,0.08705180550882521,0.043478260869565216,0.0019083969465648854,0.6914893617021278,0.9525694689596046,0.4470198675496688,0.34444444444444444
0.0016245947504930883,0.0,1.0,0.0,0.46090534979423864,0.3627131634412723,0.9248197734294542,0.0628631705298766,0.13043478260869565,1.0,0.7978723404255321,0.9954359776085531,0.45060706401766,0.22666666666666666
0.013681708910925808,0.0,0.7008797653958944,0.0,0.4526748971193415,0.6480168614677141,0.9732234809474769,0.06799188862315744,0.17391304347826086,0.4122137404580153,0.2234042553191489,0.9156034091482174,0.07891832229580573,0.8066666666666666
0.0018401733260739476,0.125,0.27162756598240473,0.0,0.2860082304526749,0.4680973366545315,0.8547888774459321,0.4967308968891233,0.17391304347826086,0.2366412213740458,0.276595744680851,0.9743053104039539,0.4241169977924945,0.3088888888888889
0.008617185951020727,0.0,0.28152492668621704,0.0,0.3148148148148149,0.5621766621958231,0.9423274974253347,0.3023670307086542,0.13043478260869565,0.22900763358778625,0.8936170212765957,0.9774068283826719,0.3054635761589404,0.29777777777777775
0.0005002816683578758,0.0,0.1733870967741936,0.0,0.2674897119341564,0.5278789040045986,0.3625128733264676,0.48457292509707284,0.17391304347826086,0.07061068702290077,0.8085106382978723,0.9818699884008271,0.10899558498896246,0.3822222222222222
0.009376431664289081,0.0,0.28152492668621704,0.0,0.3148148148148149,0.3904962636520407,0.8527291452111225,0.30235793723685767,0.13043478260869565,0.22900763358778625,0.8936170212765957,0.7642846336174292,0.4078366445916115,0.19777777777777777
0.013500074407203874,0.0,0.7008797653958944,0.0,0.4526748971193415,0.4433799578463308,0.9443872296601441,0.1178786748992898,0.17391304347826086,0.4122137404580153,0.2234042553191489,0.7362196782490293,0.3504415011037527,0.2755555555555555
0.0008225255558397964,0.6,0.045087976539589444,0.0,0.05349794238683121,0.5782716995593026,0.33985581874356335,0.8712182524165901,0.13043478260869565,0.42748091603053434,0.6063829787234043,0.9341368702405567,0.10375275938189846,0.42444444444444446
0.0005786227878468533,0.0,0.07331378299120235,0.0,0.2119341563786008,0.6551063422111517,0.5715756951596292,0.15453445971137322,0.08695652173913043,0.011450381679389313,0.5531914893617023,1.0,0.09133554083885209,0.7155555555555556
0.015022162556586565,0.0,0.7008797653958944,0.0,0.4526748971193415,0.47997700708948077,1.0,0.05707972246724078,0.17391304347826086,0.4122137404580153,0.2234042553191489,0.8915477331181603,0.12969094922737304,0.42888888888888893
0.1749960773241461,0.0,0.6466275659824048,0.0,0.40123456790123446,0.4531519448170148,0.7013388259526261,0.16175467631787138,1.0,0.9141221374045801,0.8085106382978723,0.928992889202683,0.4525386313465783,0.31333333333333335
0.000563336715751443,0.4,0.218108504398827,1.0,0.12757201646090535,0.612569457750527,0.30895983522142123,0.26807554856368615,0.13043478260869565,0.12786259541984732,0.5319148936170215,1.0,0.04966887417218542,0.6088888888888888
0.002500171968311073,0.0,0.2969208211143695,0.0,0.2777777777777778,0.5449319793063806,0.8496395468589084,0.1441406214478626,0.17391304347826086,0.37595419847328243,0.8829787234042552,0.17771950173987597,0.2455849889624724,0.3022222222222223
0.12536916988086302,0.0,0.6466275659824048,0.0,0.7304526748971193,0.5878520789423262,0.9443872296601441,0.09048913784793895,1.0,0.9141221374045801,0.8085106382978723,0.27618639366584297,0.5943708609271523,0.18666666666666668
0.0706053554303996,0.0,0.6466275659824048,0.0,0.7304526748971193,0.5326690936961105,0.9629248197734295,0.08569687821113224,1.0,0.9141221374045801,0.8085106382978723,0.801074184275556,0.44315673289183216,0.22
0.0540161456888556,0.0,0.6466275659824048,0.0,0.6748971193415637,0.60164782525388,0.8970133882595263,0.13348307250225064,1.0,0.9141221374045801,0.8085106382978723,0.6427706893943215,0.4053532008830022,0.2533333333333333
0.10547738178358787,0.0,0.6466275659824048,0.0,0.7304526748971193,0.3958612761065338,0.9371781668383111,0.0625267120734025,1.0,0.9141221374045801,0.8085106382978723,1.0,0.5836092715231788,0.17333333333333334
0.0014928647762591117,0.0,0.1315982404692082,0.0,0.257201646090535,0.38532285878520794,0.8815653964984552,0.13335576389709827,0.17391304347826086,0.20801526717557253,0.4255319148936172,1.0,0.35761589403973504,0.40222222222222226
0.09790313306031208,0.0,0.6466275659824048,0.0,0.6337448559670781,0.5575780800919717,0.9876416065911431,0.054206185379516054,1.0,0.9141221374045801,0.8085106382978723,0.9875939280851279,0.4246688741721854,0.18
0.09875027368812905,0.0,0.6466275659824048,0.0,0.4094650205761316,0.38398160567158474,0.6972193614830071,0.08492393310842146,1.0,0.9141221374045801,0.8085106382978723,0.008396792576529326,0.4257726269315673,0.14888888888888888
0.07818185210545411,0.0,0.6466275659824048,0.0,0.648148148148148,0.4123395286453344,0.9691040164778578,0.07246587674708328,1.0,0.9141221374045801,0.8085106382978723,0.9937717484492411,0.4243929359823399,0.22444444444444445
0.0001599417690571236,0.85,0.010263929618768328,0.0,0.05144032921810693,0.5407166123778502,0.3377960865087539,0.7327519573698041,0.043478260869565216,0.24045801526717558,0.5000000000000001,1.0,0.11147902869757172,0.43777777777777777
0.000264471526768385,0.0,0.06304985337243403,0.0,0.15020576131687244,0.5497221689978923,0.5746652935118436,0.4485445898389546,0.08695652173913043,0.06679389312977099,0.648936170212766,0.9929900650562309,0.09602649006622516,0.5266666666666666
0.0006755095095104097,0.0,0.1315982404692082,0.0,0.257201646090535,0.6321134316918952,0.7363542739443872,0.1623821258718366,0.17391304347826086,0.20801526717557253,0.4255319148936172,0.9858036209592012,0.1432119205298013,0.5533333333333333
0.0414386306916453,0.0,0.6466275659824048,0.0,0.6748971193415637,0.539375359264227,0.8805355303810505,0.13071865707608507,1.0,0.9141221374045801,0.8085106382978723,0.9862070704523678,0.3565121412803532,0.2822222222222222
0.008951231585341017,0.0,0.28152492668621704,0.0,0.3148148148148149,0.36309637861659333,0.34706488156539655,0.24251379934345133,0.13043478260869565,0.22900763358778625,0.8936170212765957,0.7278985324524687,0.2748344370860927,0.3377777777777778
0.08706216081217599,0.0,0.6466275659824048,0.0,0.6748971193415637,0.5250047901896916,0.8321318228630278,0.1503605561567351,1.0,0.9141221374045801,0.8085106382978723,0.6855867668566241,0.4001103752759382,0.22
0.01674724075158919,0.0,0.7008797653958944,0.0,1.0,0.3531327840582487,1.0,0.04201183970027916,0.17391304347826086,0.4122137404580153,0.2234042553191489,0.8605577689243029,0.3187086092715231,0.3244444444444445
0.00045341187377121334,0.8,0.03885630498533725,0.0,0.039094650205761354,0.6794405058440316,0.34706488156539655,0.5619219961989288,0.043478260869565216,0.27099236641221375,0.0,0.8926067880377225,0.1898454746136865,0.5622222222222223
0.001776668688324633,0.22,0.19794721407624635,0.0,0.09465020576131684,0.5502969917608738,0.4757981462409887,0.6089807127463195,0.2608695652173913,0.2729007633587786,0.6914893617021278,0.9440465984164608,0.21495584988962468,0.43333333333333335
0.0007722838335850289,0.33,0.06304985337243403,0.0,0.17901234567901228,0.7394136807817591,0.7106076210092689,0.17910502050577892,0.2608695652173913,0.06679389312977099,0.6170212765957446,1.0,0.13079470198675497,0.6311111111111111
0.0008529853024416802,0.22,0.19794721407624635,0.0,0.09465020576131684,0.6506993676949607,0.04016477857878476,0.7072083950931627,0.2608695652173913,0.2729007633587786,0.6914893617021278,0.9727419436179333,0.04966887417218542,0.5466666666666667
0.0005586160170160957,0.0,0.07331378299120235,0.0,0.2119341563786008,0.8181643993102129,0.5221421215242019,0.18819849230237612,0.08695652173913043,0.011450381679389313,0.5531914893617023,0.9892329416511171,0.07505518763796909,1.0
0.18888954329262894,0.0,0.6466275659824048,0.0,0.648148148148148,0.3287986204253689,0.9804325437693099,0.026962143876910764,1.0,0.9141221374045801,0.8085106382978723,1.0,0.8024282560706401,0.04888888888888889
0.00029279571918046875,0.0,0.06304985337243403,0.0,0.15020576131687244,0.6585552787890402,0.44181256436663235,0.4485445898389546,0.08695652173913043,0.06679389312977099,0.648936170212766,0.9942760603156993,0.033388520971302425,0.6311111111111111
0.0014561107646767647,0.0,0.3713343108504399,1.0,0.21399176954732507,0.47959379191415985,0.5787847579814624,0.28277059898698725,0.13043478260869565,0.1717557251908397,0.6382978723404257,0.9607141056029048,0.35678807947019864,0.43111111111111106
0.005964715249700236,0.0,0.21041055718475077,0.0,0.2448559670781893,0.4636903621383407,0.6714727085478887,0.23114695959770482,0.30434782608695654,0.22900763358778625,0.5106382978723403,0.9532250743860005,0.2737306843267108,0.42888888888888893
0.13269636870365567,0.0,0.6466275659824048,0.0,0.6851851851851851,0.6252155585361181,0.7579814624098867,0.06041702661659196,1.0,0.9141221374045801,0.8085106382978723,0.12136265066317012,0.579746136865342,0.07555555555555557
0.0028417482410901308,0.0,0.7855571847507332,0.0,0.49176954732510286,0.4085073768921249,0.9588053553038105,0.05989869872418591,0.13043478260869565,0.4770992366412214,0.9148936170212765,0.9879217307983258,0.42660044150110377,0.24888888888888888
0.00017365427490741812,0.825,0.05755131964809384,0.0,0.061728395061728336,0.7758191224372487,0.13182286302780638,0.4674408242322836,0.043478260869565216,0.30725190839694655,0.2234042553191489,0.9961672298149176,0.03807947019867549,0.8288888888888888
0.0827335048670404,0.0,0.6466275659824048,0.0,0.6049382716049384,0.5043111707223606,0.7744593202883624,0.07329338268057362,1.0,0.9141221374045801,0.8085106382978723,0.24310353522618391,0.5460816777041942,0.13333333333333333
0.0005327645715606225,0.0,0.4934017595307918,0.0,0.10699588477366254,0.5725234719294886,0.4953656024716787,0.43928743555001865,0.13043478260869565,0.1946564885496183,0.3617021276595745,0.9897876847042212,0.15618101545253862,0.49111111111111116
0.002456674101392516,0.125,0.27162756598240473,0.0,0.2860082304526749,0.5395669668518873,0.94129763130793,0.47441551710027374,0.17391304347826086,0.2366412213740458,0.276595744680851,0.988955570124565,0.5165562913907285,0.2222222222222222
0.010900880163039446,0.0,0.7855571847507332,0.0,0.49176954732510286,0.4207702625023951,0.9835221421215242,0.11061299093380864,0.13043478260869565,0.4770992366412214,0.9148936170212765,0.6617580311664734,0.42991169977924937,0.23555555555555555
0.001452401644241849,0.125,0.20564516129032262,0.0,0.049382716049382644,0.38953822571373836,0.349124613800206,0.4881739399285253,0.13043478260869565,0.3015267175572519,0.6702127659574467,1.0,0.31346578366445915,0.2755555555555555
0.1300617692189761,0.0,0.6466275659824048,0.0,0.648148148148148,0.2826211917991952,0.9691040164778578,0.05823459338540862,1.0,0.9141221374045801,0.8085106382978723,1.0,0.6608719646799116,0.10444444444444442
0.0009076105306649844,0.0,0.4534457478005865,0.0,0.10699588477366254,0.49415596857635563,0.44181256436663235,0.2692486064254471,0.17391304347826086,0.4026717557251908,0.648936170212766,0.9749357002370266,0.23565121412803527,0.35111111111111115
0.0791739856229996,0.0,0.6466275659824048,0.0,0.47119341563786005,0.4870664878329182,0.8465499485066941,0.08113195536924041,1.0,0.9141221374045801,0.8085106382978723,0.0055474305310403964,0.5949227373068432,0.18666666666666668
